erronea,corregida
esos libros que encontramos era antiguos,esos libros que encontramos eran antiguos
unos cuadros que encontramos estaba mojados,unos cuadros que encontramos estaban mojados
No podemoz quedarnoz aquí.,No podemos quedarnos aquí.
Tengo suerte son eso.,Tengo suerte con eso.
"- No puedo kedarme, me tengo ke ir. - ¿Que vas a haser?","- No puedo quedarme, me tengo que ir. - ¿Qué vas a hacer?"
varias flores que vi era antiguos,varias flores que vi eran antiguos
"Yo lo he probado antes, mama.","Yo lo he probado antes, mamá."
%#: número de zezión,%#: número de sesión
- Fui allí zola.,- Fui allí sola.
ellas que vi es importantes,ellas que vi son importantes
varias chicas que encontramos era rápidos,varias chicas que encontramos eran rápidos
- Penzaráz que eztoy loca.,- Pensarás que estoy loca.
tres flores de mi tío tiene precio,tres flores de mi tío tienen precio
varias manzanas estaba listos,varias manzanas estaban listos
"Capitán, no e benido azta aquí para quedarme zentado.","Capitán, no he venido hasta aquí para quedarme sentado."
"- La reconocez, ¿berdad?","- La reconoces, ¿verdad?"
esas plantas que encontramos es importantes,esas plantas que encontramos son importantes
ellos que vi fue míos,ellos que vi fueron míos
Porke he sasado sufisiente.,Porque he sacado un suficiente.
"El preguntó donde eztaba eze cazo, y le dije que cerca de Springfield, Illinoiz.","El preguntó donde estaba ese caso, y le dije que cerca de Springfield, Illinois."
Entonces ahora podemos tener algo de luz sobre porqué.,Entonces ahora podemos tener algo de luz sobre el porqué.
"¿""Graciaz por el pie.","¿""Gracias por el pie."
"Todo el lugar ze quemó, junto con nueztroz álbumez de fotoz.","Todo el lugar se quemó, junto con nuestros álbumes de fotos."
Prezupuezto por programaz para el bienio 2006-2007,Presupuesto por programas para el bienio 2006-2007
los cuadros que había ahí estaba rotos,los cuadros que había ahí estaban rotos
Tienes ke somprarme otra piel.,Tienes que comprarme otra piel.
varias manzanas de mi tío fue azules,varias manzanas de mi tío fueron azules
¿Haz oído ablar de periódicoz? ¿Reporteroz?,¿Has oído hablar de periódicos? ¿Reporteros?
No zé por qué me ace todaz ezaz preguntaz.,No sé por qué me hace todas esas preguntas.
tres camisas que compré estaba sucios,tres camisas que compré estaban sucios
los amigos del parque estaba sucios,los amigos del parque estaban sucios
"Bueno, luego ablamoz.","Bueno, luego hablamos."
Hay una razón por cual los zorros viven bajo tierra.,Hay una razón por la cual los zorros viven bajo tierra.
"Pero, shisos, yo aki hoy tambien soy una vistima, ¿vale?","Pero, chicos, yo aquí hoy también soy una víctima, ¿vale?"
"Rebecca, la lista de las células durmientes, la tiene los terroristas.","Rebecca, la lista de las células durmientes, la tienen los terroristas."
los profesores tiene nombre,los profesores tienen nombre
ellos que estaban ahí era buenos,ellos que estaban ahí eran buenos
Azí que lo aremoz nozotroz.,Así que lo haremos nosotros.
¿ Qué demonioz ez ezo?,¿ Qué demonios es eso?
- Lo siento pero no podre verte esta noshe.,- Lo siento pero no podré verte esta noche.
Es justo desir ke lo hemos investigado a fondo y muy detenidamente.,Es justo decir que lo hemos investigado a fondo y muy detenidamente.
muchas estrellas que vi era antiguos,muchas estrellas que vi eran antiguos
"informa sobre colecciones,","informa sobre las colecciones,"
Eres hombre al que busco.,Eres el hombre al que busco.
- Me gusta trabajar sontigo.,- Me gusta trabajar contigo.
Solo quienes siguen de verdad consejo del maestro consiguen una invitación.,Solo quienes siguen de verdad el consejo del maestro consiguen una invitación.
Te podrias a ver matado.,Te podrías haber matado.
Tú zabez lo que ez.,Tú sabes lo que es.
Con la bondad de Dioz.,Con la bondad de Dios.
- No podemos seguir son este papel.,- No podemos seguir con este papel.
- La Geztapo me lo dijo.,- La Gestapo me lo dijo.
Loz polloz ze murieron.,Los pollos se murieron.
No eztamoz juntoz.,No estamos juntos.
estos gatos que vimos ayer es muy útiles,estos gatos que vimos ayer son muy útiles
varias plantas que vimos ayer tiene dueño,varias plantas que vimos ayer tienen dueño
Siempre aciendo preguntaz.,Siempre haciendo preguntas.
"Srita. June, ¿Que voy a haser sontigo?","Srita. June, ¿Qué voy a hacer contigo?"
estas chicas del parque tiene dueño,estas chicas del parque tienen dueño
"Hubo un saso similar en Florensia, unos meses atras.","Hubo un caso similar en Florencia, unos meses atrás."
estas canciones de la casa estaba listos,estas canciones de la casa estaban listos
¿ke kieres desir?:kid disis?,¿qué quieres decir?:quid dicis?
No me sigas sorriente.,No me sigas la corriente.
El aduanero ha dado visto bueno!,El aduanero ha dado el visto bueno!
ellos que estaban ahí era rápidos,ellos que estaban ahí eran rápidos
"Muy bien, pero los Rolls-Royce es mejores.","Muy bien, pero los Rolls-Royce son mejores."
Vamoz a llegar al fondo de ezte don o maldición o lo que demonioz zea.,Vamos a llegar al fondo de este don o maldición o lo que demonios sea.
"Pues, ¿somo te fue, marison?","Pues, ¿cómo te fue, maricón?"
Creo ke me he ekivosado.,Creo que me he equivocado.
tres autos de mi tío fue míos,tres autos de mi tío fueron míos
"¿Que elegira, damas y sabayeros?","¿Qué elegirá, damas y caballeros?"
unas montañas que encontramos era buenos,unas montañas que encontramos eran buenos
Los orifisios del motor se dejaran en el estado en ke se ensuentren.,Los orificios del motor se dejarán en el estado en que se encuentren.
estas ventanas que compré es de madera,estas ventanas que compré son de madera
Jamáz lo canta.,Jamás lo canta.
los perros que llegaron era rápidos,los perros que llegaron eran rápidos
Creo ke al final se ha logrado.,Creo que al final se ha logrado.
muchas sillas que vimos ayer era enormes,muchas sillas que vimos ayer eran enormes
"""¿Dónde pueden eztar loz diamantez?"", digo.","""¿Dónde pueden estar los diamantes?"", digo."
unas puertas que compré estaba listos,unas puertas que compré estaban listos
El tiro normal ez de nuebe perdigonez.,El tiro normal es de nueve perdigones.
"no, no ez azí quizáz uzted eztá zolo en ezte mundo","no, no es así quizás usted está solo en este mundo"
A continuación ze prezenta el texto de laz rezpueztaz recibidaz.,A continuación se presenta el texto de las respuestas recibidas.
¡Eztoy atrapado en el baño!,¡Estoy atrapado en el baño!
muchas canciones que estaban ahí era antiguos,muchas canciones que estaban ahí eran antiguos
¡Este despasho es genial!,¡Este despacho es genial!
Y zomoz extrañoz en zu tierra.,Y somos extraños en su tierra.
Surya eztaba en lo cierto ... laz mujerez como Seda no ze quedan en la caza ...,Surya estaba en lo cierto ... las mujeres como Seda no se quedan en la casa ...
Estoy saludable y sompleta.,Estoy saludable y completa.
Me doy cuenta de ezo.,Me doy cuenta de eso.
Te a debido coztar muy caro.,Te ha debido costar muy caro.
esas ventanas de la casa tiene dueño,esas ventanas de la casa tienen dueño
muchas montañas que vi estaba sucios,muchas montañas que vi estaban sucios
tres cuadros que me diste estaba listos,tres cuadros que me diste estaban listos
No me intereza zu eztupidez.,No me interesa su estupidez.
Es difisil saber ke mas desir.,Es difícil saber qué más decir.
- ¿Quién diabloz ez?,- ¿Quién diablos es?
tres manzanas que me diste era rápidos,tres manzanas que me diste eran rápidos
Podriamos senar en mi ofisina.,Podríamos cenar en mi oficina.
los profesores que me diste tiene dueño,los profesores que me diste tienen dueño
Una directiba de la CEE no puede conztituir una fuente de retrocezo zocial.,Una directiva de la CEE no puede constituir una fuente de retroceso social.
No me importa somo.,No me importa cómo.
-¿Que quierez que te diga?,-¿Que quieres que te diga?
estos vecinos que tenía tiene hambre,estos vecinos que tenía tienen hambre
estos árboles que llegaron tiene dueño,estos árboles que llegaron tienen dueño
dos zapatos que tenía era antiguos,dos zapatos que tenía eran antiguos
estos profesores que vimos ayer fue nuevos,estos profesores que vimos ayer fueron nuevos
los amigos era antiguos,los amigos eran antiguos
"Sí, los lunares está bien.","Sí, los lunares están bien."
muchos jugadores que vi estaba sucios,muchos jugadores que vi estaban sucios
"Cuando las pruebas y dificultades llegó, Dios me permitiÃ³ orar por ello.","Cuando las pruebas y dificultades llegaron, Dios me permitiÃ³ orar por ello."
Estamos a sortarlas suelto y estamos a haser ke este piso.,Estamos a cortarlas suelto y estamos a hacer que este pico.
estas sillas que me diste era divertidos,estas sillas que me diste eran divertidos
estos chicos que tenía fue azules,estos chicos que tenía fueron azules
Su Señoria me mando yamar.,Su Señoría me mandó llamar.
"No elegimoz laz bíctimaz, Vega.","No elegimos las víctimas, Vega."
"¡Estas enfermo, Max!","¡Estás enfermo, Max!"
Para tu maldita mala lece.,Para tu maldita mala leche.
¿Por ke no invitarnos para una hora mas tarde?,¿Por qué no invitarnos para una hora más tarde?
Él le dizparó deliberadamente.,Él le disparó deliberadamente.
dos zapatos de la casa es muy útiles,dos zapatos de la casa son muy útiles
En diferentez lugarez.,En diferentes lugares.
muchos pájaros que había ahí es de mi hermano,muchos pájaros que había ahí son de mi hermano
ellos que encontramos fue muy bonitos,ellos que encontramos fueron muy bonitos
tres estrellas que estaban ahí era divertidos,tres estrellas que estaban ahí eran divertidos
"Stoke tiene mala reputasion, pero es un gran lugar.","Stoke tiene mala reputación, pero es un gran lugar."
ke la Comunidad Andina no logro madurar somo asuerdo de integrasion,que la Comunidad Andina no logró madurar como acuerdo de integración
Sigo zin berlo.,Sigo sin verlo.
¿No ez ziempre de ézta forma?,¿No es siempre de ésta forma?
# Debajo de un arbol #,# Debajo de un árbol #
Partisipasion de otras organizasiones,Participación de otras organizaciones
tres amigos que había ahí tiene hambre,tres amigos que había ahí tienen hambre
Creo que eztaba enamorada de él.,Creo que estaba enamorada de él.
J. J. Soler Nabarro.,J. J. Soler Navarro.
"Los eructos puede ser asquerosos, pero, ¿sabéis que viene después del eructo?","Los eructos pueden ser asquerosos, pero, ¿sabéis que viene después del eructo?"
- Necesito que crees documento de traslado de prisionero.,- Necesito que crees un documento de traslado de prisionero.
- De verdad keria ir.,- De verdad quería ir.
esas puertas que llegaron fue pequeños,esas puertas que llegaron fueron pequeños
las flores que había ahí era buenos,las flores que había ahí eran buenos
Damien es asesino y un vendedor de drogas.,Damien es un asesino y un vendedor de drogas.
¿Cómo ba eze antídoto?,¿Cómo va ese antídoto?
Supongo que por ezo az benido.,Supongo que por eso has venido.
Y trato de zer zutil,Y trato de ser sutil
No tiene ningún motivo para confiar en las autoridades de Kiev.,No tienen ningún motivo para confiar en las autoridades de Kiev.
He estado siguiendo la Bolsa... y parese ke Nasdaq se ve bien otra vez.,He estado siguiendo la Bolsa... y parece que el Nasdaq se ve bien otra vez.
Loz noruegoz parecen zer perzonaz meticulozaz.,Los noruegos parecen ser personas meticulosas.
varios juguetes que llegaron era rápidos,varios juguetes que llegaron eran rápidos
"En el cazo de Huzzein , fue la CIA !!!","En el caso de Hussein , fue la CIA !!!"
tres historias de la casa es de mi hermano,tres historias de la casa son de mi hermano
"Se ke ee interesa por nosostros, y se ke es por nuestro bien.","Sé que ee interesa por nosostros, y sé que es por nuestro bien."
Loz pezimiztaz ablaban de zeiz o ziete paízez.,Los pesimistas hablaban de seis o siete países.
Mire... ¿qué tal zi lo acemoz en zu apartamento?,Mire... ¿qué tal si lo hacemos en su apartamento?
Os pido ke sorteis.,Os pido que cortéis.
No se ke habras visto en esa grabasion.,No sé qué habrás visto en esa grabación.
Todos estan aki.,Todos están aquí.
varios chicos tiene precio,varios chicos tienen precio
¿De que eztáz ablando?,¿De que estás hablando?
los juguetes que había ahí tiene dueño,los juguetes que había ahí tienen dueño
muchos chicos que llegaron estaba sucios,muchos chicos que llegaron estaban sucios
varios coches que había ahí era antiguos,varios coches que había ahí eran antiguos
unas mesas que compré estaba cerrados,unas mesas que compré estaban cerrados
ellas del parque era divertidos,ellas del parque eran divertidos
"Cuanto mas tiempo se vive, mas dinero ke gano.","Cuanto más tiempo se vive, más dinero que gano."
muchos zapatos que vimos ayer tiene nombre,muchos zapatos que vimos ayer tienen nombre
Las páginas está todo el puto pegadas.,Las páginas están todo el puto pegadas.
"¡Pare, por fabor, pare!","¡Pare, por favor, pare!"
"Sí, ez por ezo que enbié a Jeremia.","Sí, es por eso que envié a Jeremiah."
Redussion de las ayudas a explotasion,Reducción de las ayudas a la explotación
las casas que me diste es de mi hermano,las casas que me diste son de mi hermano
esas estrellas es muy útiles,esas estrellas son muy útiles
esos profesores que vimos ayer estaba rotos,esos profesores que vimos ayer estaban rotos
Quiero algo mejor para miz ijoz.,Quiero algo mejor para mis hijos.
"Cuando leí zobre el cazo de yu padre en loz periódicoz, al principio tube dudaz.","Cuando leí sobre el caso de yu padre en los periódicos, al principio tuve dudas."
"Así, pues, los latinoamericanos cree que Bush debe marcharse.","Así, pues, los latinoamericanos creen que Bush debe marcharse."
"¿Sean, Kebin, Jimmy y Tommy?","¿Sean, Kevin, Jimmy y Tommy?"
los niños que me diste es importantes,los niños que me diste son importantes
PERÚ. Fue presentado en Lima informe sobre poblasion afroperuana,PERÚ. Fue presentado en Lima el informe sobre población afroperuana
En otra ocazión.,En otra ocasión.
unas casas que vi tiene hambre,unas casas que vi tienen hambre
¿Quebrar maz allá de lo que ze cree?,¿Quebrar mas allá de lo que se cree?
Ez de loz máz inteligentez.,Es de los más inteligentes.
Uzted pienza que ze puede librar de ezto.,Usted piensa que se puede librar de esto.
ellos de la casa estaba rotos,ellos de la casa estaban rotos
Este era un tipo en que sabías que podías confiar.,Este era un tipo en el que sabías que podías confiar.
"Um, u, y... ¿quién era eze?","Um, uh, y... ¿quién era ese?"
